yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2020126,12653327.46, 1074832.44,  959125.12, 1078527.90,  883746.07,  847867.89,  551909.92,  683000.83,  920283.16,  840514.04, 1141082.50, 3247816.23,  288803.64,    4571.06,  129565.25,       0.00,     124.58
 2020127,12861672.86, 1075209.93,  962992.25, 1089115.00,  894722.93,  852993.53,  552876.91,  739396.69,  934303.36,  841577.69, 1188812.61, 3247816.23,  332967.57,    5100.96,  142060.00,       0.00,     124.58
 2020128,12629459.54, 1075175.05,  959074.74, 1089115.00,  894722.93,  846065.25,  503172.30,  574317.62,  952038.60,  853288.65, 1191013.25, 3244882.82,  312082.10,    4241.53,  128542.51,       0.00,     124.58
 2020129,12752881.37, 1075209.93,  961817.15, 1089115.00,  894722.93,  839343.99,  501796.93,  664221.97,  937926.74,  853879.96, 1218080.21, 3246124.05,  306291.34,    4375.82,  158254.88,       0.00,     124.58
 2020130,12720731.60, 1069178.09,  954493.90, 1089115.00,  894722.93,  839343.99,  501796.93,  664221.97,  937926.74,  851036.81, 1216916.48, 3246124.05,  291503.52,    4375.82,  158254.88,       0.00,     124.58
 2020131,12359408.27, 1063080.69,  948083.15, 1077436.34,  887617.66,  813842.11,  491087.56,  646483.46,  865005.45,  851322.24, 1116942.76, 3239023.25,  225062.11,    4375.82,  128271.68,       0.00,     124.58
 2020132,12636124.59, 1069512.36,  952061.77, 1078534.73,  891152.75,  817031.99,  516318.56,  769023.02,  858434.70,  854964.97, 1181487.06, 3246211.37,  256643.15,    4216.96,  138745.99,       0.00,     124.58
 2020133,12659933.34, 1069245.65,  943188.72, 1087070.77,  885726.72,  848666.37,  542172.89,  736707.28,  853628.47,  854964.97, 1220028.79, 3248981.92,  231315.66,    4216.96,  132133.18,       0.00,     124.58
 2020134,12554474.61, 1072576.04,  944025.24, 1073175.73,  874462.85,  830321.61,  493069.47,  745379.83,  839638.77,  853671.44, 1213657.34, 3248724.28,  220957.00,    3278.89,  139800.55,       0.00,     124.58
 2020135,12133545.19, 1059208.41,  915902.72, 1053154.35,  872210.21,  768560.33,  438428.60,  701033.30,  826558.42,  849731.96, 1115394.81, 3221826.64,  201489.09,    4264.45,  104098.80,       0.00,     124.58
 2020136,12291043.42, 1063610.00,  933379.40, 1057815.63,  876275.69,  776356.23,  442615.53,  691157.65,  828704.75,  851392.41, 1186136.54, 3223769.30,  220355.19,    1875.26,  135824.69,       0.00,     124.58
 2020137,11996762.29, 1063610.00,  927321.56, 1057815.63,  876275.69,  740753.82,  362142.85,  596597.14,  810774.70,  851392.41, 1179411.04, 3216065.79,  199123.04,    1875.26,  111866.11,       0.00,     124.58
 2020138,11834856.50, 1063610.00,  906000.30, 1057815.63,  876275.69,  726763.93,  352503.32,  597827.24,  792055.17,  851392.41, 1153140.32, 3211464.77,  160517.27,    1959.99,   81793.20,       0.00,     124.58
 2020139,11941890.94, 1060337.08,  919757.79, 1052921.19,  859394.18,  737825.49,  339260.47,  642025.77,  803568.87,  836237.42, 1199037.14, 3212628.26,  170624.80,    2418.36,  104131.78,       0.00,      87.49
 2020140,11906291.47, 1062241.71,  900258.09, 1047272.38,  853558.37,  739384.91,  329706.25,  680066.86,  822035.43,  831974.74, 1182823.45, 3207586.79,  146194.80,       0.00,  101443.32,       0.00,      87.49
 2020141,11826571.46, 1062241.71,  902455.17, 1046188.57,  847121.84,  738150.45,  329305.38,  636970.65,  823558.30,  832437.77, 1151405.49, 3218007.78,  139142.09,       0.00,   97838.07,       0.00,      87.49
 2020142,11752785.49, 1064580.02,  884953.39, 1050169.71,  817427.70,  730466.84,  327567.48,  631031.47,  839613.29,  832153.67, 1103194.30, 3211943.36,  151103.15,    1415.57,  105520.33,       0.00,      25.00
 2020143,11559594.81, 1063747.17,  878916.42, 1050169.71,  817427.70,  704343.88,  288194.65,  588536.14,  812553.81,  827366.44, 1099925.74, 3211505.40,  139254.51,    1116.45,   74950.83,       0.00,      25.00
 2020144,11400495.77, 1061663.83,  872127.57, 1045805.02,  805901.34,  691039.21,  286719.24,  589023.91,  785219.61,  827366.44, 1060775.51, 3211823.19,   92428.61,    1116.45,   67899.91,       0.00,      25.00
 2020145,11353099.68, 1061455.90,  879961.80, 1047338.43,  811697.53,  680502.10,  287650.79,  562143.14,  770408.32,  823538.74, 1057238.05, 3216253.80,   93036.73,    1116.45,   59190.89,       0.00,      25.00
 2020146,11239984.49, 1061375.21,  880675.47, 1047338.43,  811697.53,  640797.45,  281961.63,  529145.59,  765018.34,  808297.77, 1057259.65, 3216420.82,   85194.23,    1116.45,   52118.90,       0.00,      25.00
 2020147,11261290.61, 1051665.78,  880654.39, 1047338.43,  811697.53,  653224.95,  286028.06,  538960.50,  770503.26,  805313.92, 1053314.77, 3220709.96,   87794.96,    1116.45,   51369.24,       0.00,      25.00
 2020148,11465737.37, 1050606.05,  893420.16, 1049453.26,  840539.02,  685478.91,  319737.42,  575702.03,  786758.59,  805788.26, 1074980.69, 3224271.78,   97559.35,       0.00,   59865.77,       0.00,      25.00
 2020149,11209887.57, 1044915.48,  876230.51, 1019954.59,  825655.37,  662448.74,  255908.26,  570325.26,  764705.11,  809847.90, 1034389.33, 3220320.13,   76660.79,       0.00,   46950.03,       0.00,      25.00
 2020150,11334700.69, 1049947.82,  901580.35, 1034703.12,  833055.38,  686037.17,  288745.35,  536259.46,  813775.67,  780335.25, 1039020.63, 3224935.53,   83926.82,       0.00,   60919.12,       0.00,       2.01
 2020151,11185146.32, 1049422.76,  858795.78, 1034703.12,  833055.38,  686140.86,  283070.79,  527840.79,  784514.88,  764007.36, 1025568.84, 3223981.20,   58395.81,       0.00,   54174.11,       0.00,       2.01
 2020152,11020184.74, 1049183.51,  841877.16, 1029454.60,  833053.11,  628246.88,  250200.18,  531830.57,  764242.10,  764007.36, 1015282.88, 3220370.69,   52382.74,       0.00,   38517.81,       0.00,       2.01
 2020153,11102131.42, 1050625.36,  880700.60, 1023851.02,  820362.01,  633890.83,  253986.08,  530314.40,  755537.09,  803177.02, 1033867.64, 3218756.87,   54707.84,       0.00,   40871.05,       0.00,       2.01
 2020154,11124361.37, 1044997.86,  843670.65, 1030229.75,  826387.59,  650883.34,  257017.80,  564161.41,  770708.42,  809973.61, 1026925.25, 3225688.15,   41961.19,       0.00,   30285.00,       0.00,       2.01
 2020155,11069586.88, 1045105.17,  834515.99, 1027016.42,  820263.53,  650635.48,  258906.64,  564409.07,  744272.50,  806926.09, 1022114.59, 3225051.99,   39591.11,       0.00,   29306.95,       0.00,       2.01
 2020156,11060410.05, 1039624.99,  828607.88, 1024111.92,  823666.34,  643121.13,  237554.66,  588245.10,  717734.47,  809935.11, 1055973.53, 3216633.29,   40472.69,       0.00,   33257.61,       0.00,       2.01
 2020157,10932101.20, 1033897.36,  832269.85, 1025514.65,  817301.92,  628847.58,  227640.97,  533991.19,  671166.18,  806839.08, 1049536.82, 3218368.93,   44205.64,       0.00,   41026.17,       0.00,       2.01
 2020158,10711744.33, 1021070.24,  803705.33, 1009025.44,  781528.24,  595604.52,  222692.29,  522630.56,  654697.38,  805939.04,  991454.18, 3225162.79,   42091.74,       0.00,   34647.73,       0.00,       2.01
 2020159,10636435.89, 1020301.68,  801338.84, 1000818.19,  773099.92,  590539.34,  208054.14,  529166.91,  629339.80,  802033.68,  983949.13, 3227186.71,   36683.33,       0.00,   32429.37,       0.00,       2.01
 2020160,10553804.07, 1008399.95,  798997.58, 1000818.19,  773099.92,  570259.13,  187662.17,  540661.60,  619016.28,  798446.56,  975032.64, 3225902.04,   27445.64,       0.00,   26535.03,       0.00,       2.01
 2020161,10501264.33, 1007239.94,  785503.43, 1000818.19,  774064.85,  563815.06,  180636.08,  541297.38,  616592.75,  793391.15,  972093.33, 3224092.30,   23245.69,       0.00,   16946.81,       0.00,       2.01
 2020162,10580718.01, 1012567.78,  793382.05, 1001307.31,  760400.42,  565810.94,  182055.85,  595136.34,  633891.74,  793407.57,  979626.33, 3217958.93,   24711.67,       0.00,   18932.60,       0.00,       2.01
 2020163,10620965.01, 1023292.63,  796396.00, 1014558.70,  778864.12,  543512.98,  183905.08,  586920.29,  630175.89,  796054.36,  989386.87, 3211903.89,   29925.65,       0.00,   34596.11,       0.00,       2.01
 2020164,10576249.25, 1024512.32,  798468.71, 1017128.10,  779692.78,  543217.47,  177226.72,  578709.05,  632939.26,  794385.54,  947166.60, 3221046.65,   27131.73,       0.00,   33152.99,       0.00,       2.01
 2020165,10513893.65, 1017461.88,  783117.94, 1017128.10,  779692.78,  527138.32,  167240.59,  597716.43,  610933.31,  793348.79,  943945.38, 3225976.01,   23211.00,       0.00,   25511.81,       0.00,       2.01
 2020166,10419306.53, 1009982.25,  775265.40, 1015339.70,  779692.78,  510553.14,  163577.91,  574703.57,  588260.76,  792959.27,  939608.54, 3230924.85,   16236.50,       0.00,   20730.52,       0.00,       2.01
 2020167,10289301.54, 1001820.84,  769368.67,  983458.86,  743327.65,  502113.17,  162778.28,  574703.57,  571817.98,  794877.84,  914859.61, 3231980.28,   16038.76,       0.00,   20684.69,       0.00,       2.01
 2020168,10128571.76,  998059.01,  766031.95,  972586.74,  716839.83,  456949.90,  153242.34,  555830.20,  572565.83,  790196.65,  875656.62, 3232816.76,   15639.91,       0.00,   20684.69,       0.00,       2.01
 2020169,10184562.66, 1000434.45,  762619.26,  969324.82,  708424.02,  463633.37,  168239.74,  568811.51,  589718.18,  791762.24,  883065.53, 3238222.86,   18162.98,       0.00,   20684.69,       0.00,       2.01
 2020170,10070823.73, 1000434.45,  756066.29,  967881.37,  706631.28,  446317.17,  132549.72,  529351.65,  587885.72,  791457.85,  881172.73, 3239068.45,   16985.92,       0.00,   13562.13,       0.00,       2.01
 2020171,10027104.77,  997975.79,  748841.72,  966850.60,  706631.28,  423194.56,  128777.05,  529865.99,  589304.06,  790847.20,  876233.57, 3242016.85,   13335.01,       0.00,   11777.76,       0.00,       2.01
 2020172,10129254.29, 1006236.88,  758454.46,  973339.84,  702632.37,  414602.50,  181559.70,  588771.33,  560462.39,  795342.25,  872328.80, 3242228.20,   15482.91,       0.00,   16457.97,       0.00,       2.01
 2020173,10026090.01,  986561.53,  750477.06,  938990.80,  674478.47,  411351.55,  152005.42,  578882.01,  607629.49,  792607.23,  863124.12, 3238500.74,   13216.59,       0.00,   17364.83,       0.00,       2.01
 2020174, 9980136.31,  987230.57,  745794.20,  936349.36,  674478.47,  396171.24,  153273.90,  551830.40,  608971.23,  794734.32,  865427.52, 3240857.35,    9992.81,       0.00,   14124.78,       0.00,       2.01
 2020175, 9909019.52,  986164.31,  739313.13,  936349.36,  674478.47,  378505.32,  139482.78,  545734.02,  591192.98,  789602.78,  865815.62, 3240585.63,    9386.59,       0.00,   11508.36,       0.00,       2.01
 2020176, 9759972.59,  988786.04,  738812.45,  936349.36,  674478.47,  361218.71,  143048.96,  490189.38,  566799.32,  787164.52,  815217.93, 3239592.07,    8277.32,       0.00,    9137.91,       0.00,       2.01
 2020177, 9743378.59, 1004407.07,  744708.39,  940922.03,  609535.85,  386101.65,  154625.12,  435522.36,  562971.40,  784815.67,  868933.14, 3234924.61,    4715.19,       0.00,    9760.93,       0.00,       2.01
 2020178, 9540137.02,  980498.57,  748226.07,  897440.61,  637278.19,  375990.48,  176198.52,  426509.17,  494628.34,  772136.65,  786792.44, 3230747.50,    4205.50,       0.00,    8083.86,       0.00,       2.01
 2020179, 9426457.00,  980609.05,  743079.70,  898980.10,  556874.64,  374998.41,  166200.91,  448041.39,  492711.14,  780918.39,  739677.33, 3230675.45,    4205.50,       0.00,    8083.86,       0.00,       2.01
 2020180, 9279314.83,  979483.85,  736086.67,  885337.23,  541950.11,  318051.91,  156014.05,  420960.19,  480645.36,  779536.17,  737385.86, 3233111.40,    1267.05,       0.00,    8083.86,       0.00,       2.01
 2020181, 9159829.88,  987480.86,  733726.91,  882995.96,  520991.60,  289964.90,  144319.41,  419602.70,  476801.91,  772363.76,  687147.36, 3236083.84,    1267.59,       0.00,    5681.97,       0.00,       2.01
 2020182, 9033499.69,  984266.48,  732587.16,  893062.32,  498466.03,  280451.89,  113634.53,  420919.32,  427676.92,  771056.47,  667525.77, 3236531.40,     231.49,       0.00,    5681.97,       0.00,       2.01
 2020183, 9122632.76,  986014.53,  729933.23,  888488.18,  467978.25,  272561.14,  108991.64,  470094.42,  435990.31,  780493.31,  738275.35, 3235498.44,     231.49,       0.00,    6674.53,       0.00,       2.01
 2020184, 9051339.93,  973347.92,  718599.61,  882025.04,  479527.40,  271785.83,   87278.00,  455354.47,  427956.01,  783938.95,  735725.28, 3229587.12,     240.00,       0.00,    4544.78,       0.00,       2.01
 2020185, 8809225.89,  979214.63,  690671.37,  881303.64,  400745.10,  225614.71,   89439.19,  392035.84,  423403.77,  771618.26,  728260.37, 3224309.25,     538.93,       0.00,    1074.34,       0.00,       2.01
 2020186, 8779415.74,  976772.08,  690526.01,  881303.64,  395051.31,  231411.18,   82631.69,  407092.83,  401147.54,  768680.45,  720409.80, 3221779.44,     538.93,       0.00,    1074.34,       0.00,       2.01
 2020187, 8663878.36,  966419.21,  679742.42,  883712.63,  374233.99,  209008.62,   76154.83,  413184.70,  398225.32,  772253.86,  682568.04, 3207256.77,     121.45,       0.00,       0.00,       0.00,       2.01
 2020188, 8570825.72,  966391.86,  673785.89,  872005.33,  374233.99,  196637.73,   57693.40,  406796.90,  393999.77,  770502.85,  660032.20, 3197627.84,     121.45,       0.00,       0.00,       0.00,       2.01
 2020189, 8311494.99,  940472.61,  636016.97,  832831.75,  344888.47,  181943.16,   51598.34,  399184.99,  353695.56,  762112.31,  616700.90, 3190954.69,     121.45,       0.00,       0.00,       0.00,       2.01
 2020190, 8407427.18,  965255.74,  649943.53,  825023.52,  318926.41,  184965.54,   49029.88,  450490.76,  377669.70,  759118.16,  641807.07, 3184194.81,       3.05,       0.00,       0.00,       0.00,       0.00
 2020191, 7933950.68,  936126.13,  617340.00,  757631.83,  277247.09,  171612.31,   43405.23,  382980.56,  316964.99,  758225.53,  527838.62, 3143484.29,     121.45,       0.00,       0.00,       0.00,       2.01
 2020192, 7670090.46,  929398.35,  600164.16,  700705.65,  254655.88,  165631.99,   39398.61,  395229.15,  239239.91,  740777.80,  474090.32, 3129704.53,     121.45,       0.00,       0.00,       0.00,       2.01
 2020193, 7897858.08,  970162.33,  627442.17,  749105.90,  270757.43,  168755.63,   45345.74,  406547.63,  264144.81,  743163.52,  510077.37, 3141374.40,       6.21,       0.00,       0.00,       0.00,       2.01
 2020194, 7947301.43,  954686.31,  621220.55,  738714.10,  254979.18,  161598.33,   41242.07,  406847.02,  286948.60,  758967.40,  598664.69, 3122422.52,       6.21,       0.00,       0.00,       0.00,       2.01
 2020195, 7699041.28,  952321.76,  621220.55,  677922.04,  201778.77,  158423.56,   39307.33,  396259.44,  258910.80,  744961.60,  553097.57, 3093827.21,       6.21,       0.00,       0.00,       0.00,       2.01
 2020196, 7558791.57,  936488.82,  613203.95,  662260.12,  173589.87,  158423.56,   39307.33,  397343.23,  230738.31,  733436.77,  520564.51, 3092409.70,       6.21,       0.00,       0.00,       0.00,       2.01
 2020197, 7470162.73,  938905.45,  613589.93,  654710.13,  134103.61,  126247.28,   40174.59,  402190.33,  240668.14,  737350.56,  494668.07, 3086529.25,       6.21,       0.00,       0.00,       0.00,       2.01
 2020198, 7500970.11,  972439.75,  646114.36,  625708.71,  110615.62,  121120.48,   42190.51,  391553.83,  279424.82,  727201.71,  485460.31, 3098132.72,       6.21,       0.00,       0.00,       0.00,       2.01
 2020199, 7425864.32,  975470.46,  638911.37,  603998.37,   95868.28,  115715.30,   46449.19,  399892.40,  253169.83,  725614.21,  470177.18, 3099588.17,       6.21,       0.00,       0.00,       0.00,       2.01
 2020200, 7249288.35,  948708.54,  592953.34,  564791.42,   90136.69,  117892.19,   46541.54,  399855.69,  244904.60,  716857.64,  452446.97, 3073190.16,       6.21,       0.00,       0.00,       0.00,       2.01
 2020201, 7027210.44,  925513.08,  557536.64,  591085.86,   74088.54,  118472.06,   40496.24,  352189.91,  202998.03,  715360.87,  388190.01, 3060269.62,       6.21,       0.00,       0.00,       0.00,       2.01
 2020202, 7116268.69,  960947.68,  579459.77,  650797.68,   69107.61,  120701.45,   35985.43,  366528.52,  205667.16,  691609.07,  360860.97, 3073485.67,       0.99,       0.00,       0.00,       0.00,       2.01
 2020203, 6740727.31,  976607.22,  562979.56,  512029.09,   51666.90,  106392.79,   29719.32,  328820.63,  205881.36,  660025.57,  241334.72, 3064221.57,       0.99,       0.00,       0.00,       0.00,       2.01
 2020204, 6616276.91,  942142.18,  576200.29,  504133.58,   46099.24,  115355.52,   39108.64,  335788.97,  155652.31,  617947.90,  211131.25, 3071712.71,       0.99,       0.00,       0.00,       0.00,       2.01
 2020205, 6459656.11,  946670.61,  576092.38,  462378.52,   51029.99,   97829.59,   24050.09,  327841.89,  138638.68,  570286.05,  217743.09, 3046260.56,       0.99,       0.00,       0.00,       0.00,       2.01
 2020206, 6458391.60,  914047.39,  566694.87,  479999.35,   50073.72,  123286.73,   32860.84,  338997.51,  127006.55,  572041.11,  209351.57, 3043199.41,       0.00,       0.00,       0.00,       0.00,       2.01
 2020207, 6348967.76,  897148.34,  542630.30,  464203.83,   50210.01,  122997.32,   32985.11,  339350.94,  114118.53,  567532.75,  172414.59, 3044544.63,       0.00,       0.00,       0.00,       0.00,       2.01
 2020208, 6299575.96,  897080.42,  542630.30,  464203.83,   50972.01,  116144.76,   31052.48,  332222.14,   98431.38,  564347.56,  159348.26, 3042311.39,       0.00,       0.00,       0.00,       0.00,       2.01
 2020209, 6003721.28,  894977.28,  513402.35,  376327.85,   49176.28,   72137.63,   27328.81,  296168.14,   79481.38,  548401.79,  117484.99, 3028022.68,       0.00,       0.00,       0.00,       0.00,       2.01
 2020210, 5885815.53,  881152.95,  484572.69,  344642.28,   49355.27,   52483.44,   24455.21,  293927.09,   76853.93,  524644.30,  119986.95, 3032929.31,       0.00,       0.00,       0.00,       0.00,       2.01
 2020211, 5719719.95,  880907.24,  445105.34,  290474.47,   39831.24,   55497.99,   22101.98,  280005.41,   40075.94,  520554.57,  117803.26, 3026550.39,       0.00,       0.00,       0.00,       0.00,       2.01
 2020212, 5882272.58,  880719.08,  534059.02,  331181.35,   63058.96,   95974.50,   23644.83,  280618.58,   34708.30,  513350.67,   92987.98, 3031157.20,       0.00,       0.00,       0.00,       0.00,       2.01
 2020213, 5895573.33,  874596.14,  512964.80,  362164.93,   73450.34,  106322.55,   23811.03,  287569.41,   33672.33,  504422.52,   81492.85, 3034294.32,       0.00,       0.00,       0.00,       0.00,       2.01
 2020214, 5742968.39,  876399.79,  449095.81,  338070.49,   71302.50,  109626.33,   14454.13,  270349.47,   46024.24,  480731.00,   84371.19, 3001734.74,       0.00,       0.00,       0.00,       0.00,       2.01
